gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Predicted_Churn,Risk_Category
0,0,0,0,55,1,2,1,2,0,2,0,0,0,1,1,1,84.25,4589.85,0.15537,0,Low
1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3735.45,0.3367916,0,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,0.8879786,1,High
0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.2,477.55,0.6720928,1,High
1,0,1,1,45,1,0,0,2,0,0,2,0,0,2,0,0,54.65,2553.7,0.06330424,0,Low
0,0,1,1,54,1,2,2,1,1,1,1,1,1,1,1,0,24.75,1342.15,0.10680121,0,Low
1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,3,23.95,1216.35,0.085534826,0,Low
0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,105.0,7578.05,0.22583698,0,Low
1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,59.85,2603.95,0.12894256,0,Low
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,42.7,0.35848698,1,Medium
0,0,0,0,66,1,2,1,0,0,2,0,2,0,1,1,0,92.15,6056.9,0.20408288,0,Low
1,0,1,1,68,0,1,0,2,2,0,0,2,0,1,0,3,44.8,2983.65,0.08358632,0,Low
0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,689.35,0.04121559,0,Low
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,0,95.4,2025.1,0.7459927,1,High
1,0,0,1,21,1,2,1,2,0,0,0,0,0,0,0,2,80.35,1747.2,0.53015465,1,Medium
0,0,1,1,55,1,2,0,2,0,2,2,2,2,2,1,0,85.1,4657.95,0.07839262,0,Low
1,0,0,0,9,0,1,0,0,0,0,0,2,0,0,1,1,34.7,296.1,0.68867546,1,High
1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,115.05,8016.6,0.11117906,0,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.1,81.1,0.92243457,1,High
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,19.95,433.5,0.072637916,0,Low
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55,0.5526754,1,Medium
0,0,0,0,61,1,2,1,0,0,2,2,2,2,2,1,2,106.6,6428.4,0.42430016,1,Medium
0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,5883.85,0.06166936,0,Low
0,1,0,0,14,1,0,1,2,2,0,0,0,0,0,0,2,78.85,1043.8,0.5340583,1,Medium
1,0,1,0,59,1,2,1,2,2,2,2,2,0,0,1,2,106.75,6252.9,0.53051156,1,Medium
1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,86.55,1857.25,0.60922986,1,High
1,0,0,0,4,0,1,0,2,2,0,2,0,0,0,0,3,42.4,146.4,0.35697255,1,Medium
0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,89.45,240.45,0.8698494,1,High
1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1724.15,0.03456503,0,Low
0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,97.9,315.3,0.8268747,1,High
1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,20.5,429.55,0.09327416,0,Low
1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,19.6,356.15,0.22169948,0,Low
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.25,488.25,0.08149609,0,Low
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,55.7,0.8182854,1,High
0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,20.6,1298.7,0.024422754,0,Low
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,1378.75,0.026241643,0,Low
1,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.8,973.45,0.74743927,1,High
0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,2,80.2,384.25,0.80500793,1,High
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.4,8543.25,0.08060582,0,Low
0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.65,389.95,0.6474833,1,High
1,0,1,0,61,1,0,1,0,2,2,2,0,2,0,0,1,94.15,5731.85,0.33244768,0,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.65,20.65,0.55234826,1,Medium
0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,76.85,4275.75,0.4057535,1,Medium
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.15,84.5,0.3107569,0,Low
1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1924.1,0.06291437,0,Low
0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,669.85,0.644122,1,High
1,0,1,0,72,1,2,0,0,2,2,0,2,2,2,0,0,82.15,5784.3,0.043922994,0,Low
0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,103.0,5166.2,0.4413007,1,Medium
0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,95.1,4060.55,0.38909248,1,Medium
0,1,1,0,3,1,0,1,0,0,0,2,2,0,0,1,3,83.9,267.4,0.8227878,1,High
0,0,1,1,37,1,2,1,0,2,2,0,0,2,0,1,2,95.15,3532.85,0.68572444,1,High
1,0,1,0,61,1,2,0,0,2,2,0,2,2,1,1,2,79.8,4914.8,0.29797396,0,Low
1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,1,1,74.8,5315.8,0.07154318,0,Low
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,69.85,0.91693616,1,High
0,0,0,0,41,1,0,2,1,1,1,1,1,1,0,0,2,20.45,775.6,0.20483029,0,Low
1,0,1,1,70,1,2,0,2,2,2,2,0,2,1,0,0,78.35,5445.95,0.1595625,0,Low
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.55,53.55,0.8301588,1,High
1,0,0,0,51,1,0,2,1,1,1,1,1,1,1,0,2,19.1,1007.8,0.08156432,0,Low
0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.0,833.55,0.03436819,0,Low
0,0,1,1,70,1,2,1,2,2,2,2,0,0,2,0,0,93.9,6579.05,0.10371256,0,Low
1,0,0,0,48,1,0,2,1,1,1,1,1,1,1,0,0,19.95,1004.5,0.08058164,0,Low
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,2,113.15,7856.0,0.30241072,0,Low
0,0,0,0,48,1,2,2,1,1,1,1,1,1,2,0,1,24.0,1183.05,0.045405243,0,Low
0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,84.95,2169.75,0.61853355,1,High
1,0,1,0,11,1,2,1,0,2,0,0,0,0,0,1,0,80.5,896.9,0.77367306,1,High
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,0.59777653,1,Medium
0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,19.15,501.35,0.065626964,0,Low
0,1,0,0,46,1,0,1,0,2,2,0,2,0,1,1,0,91.3,4126.35,0.2195182,0,Low
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65,0.7998874,1,High
0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15,0.0758195,0,Low
1,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,19.15,477.6,0.21852371,0,Low
1,0,0,0,4,1,0,1,0,0,0,0,2,2,0,1,2,88.45,370.65,0.8722977,1,High
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.75,265.75,0.038242515,0,Low
1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,75.5,2424.45,0.19722721,0,Low
0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,83.75,1849.95,0.77308786,1,High
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,61.05,0.3770719,1,Medium
0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,26.5,1698.55,0.029330226,0,Low
1,1,0,0,22,1,2,1,0,0,0,2,2,0,0,1,0,90.5,1910.6,0.59142435,1,Medium
0,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,1,19.15,998.1,0.08506369,0,Low
1,0,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,94.85,890.6,0.7146547,1,High
1,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,0,69.95,529.5,0.7215179,1,High
0,0,1,1,35,0,1,0,0,0,0,2,2,0,1,0,3,40.9,1383.6,0.12522587,0,Low
1,0,0,0,6,1,0,0,2,0,2,2,2,2,2,1,3,80.25,493.4,0.093230255,0,Low
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6,0.66930884,1,High
1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,1207.0,0.68985754,1,High
1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,60.2,563.5,0.443651,1,Medium
1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,55.2,864.55,0.1801308,0,Low
0,1,0,0,40,0,1,0,2,2,0,0,2,2,0,1,2,55.8,2109.35,0.536906,1,Medium
0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05,0.13236947,0,Low
1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,80.15,2265.25,0.63709104,1,High
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.5,220.6,0.88515556,1,High
0,1,1,0,58,1,2,1,0,0,0,2,2,2,0,1,0,100.4,5749.8,0.5580198,1,Medium
0,0,0,0,45,1,0,0,2,2,0,2,0,0,1,1,1,62.55,2796.45,0.12838098,0,Low
0,0,1,1,72,1,2,0,2,2,2,2,0,0,2,1,0,70.45,5165.7,0.023645315,0,Low
1,0,1,1,68,1,2,1,2,2,0,0,0,0,1,1,0,85.5,5696.6,0.117881685,0,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,0.6188187,1,High
0,0,1,1,38,1,0,0,2,2,0,0,0,0,0,0,2,54.5,2076.05,0.3050467,0,Low
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.75,44.2,0.36102507,1,Medium
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.35,215.25,0.22618377,0,Low
0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1859.5,0.405126,1,Medium
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,104.8,7470.1,0.123964086,0,Low
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.75,229.5,0.8545707,1,High
1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,0.7117481,1,High
1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,51.1,2092.9,0.35279825,1,Medium
1,1,1,0,62,1,2,1,0,2,0,0,0,2,0,1,0,89.8,5629.55,0.41882586,1,Medium
0,0,0,1,22,1,0,2,1,1,1,1,1,1,0,1,2,20.55,469.85,0.238568,0,Low
0,0,0,0,11,1,0,0,2,0,2,0,0,2,0,0,0,64.05,733.95,0.35836998,1,Medium
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.85,485.25,0.8487879,1,High
0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,96.65,1244.5,0.7661579,1,High
1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0.65616566,1,High
0,0,0,0,39,1,2,1,0,2,2,0,2,2,0,1,2,103.45,3994.45,0.7551058,1,High
1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,25.0,78.25,0.7248078,1,High
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1131.5,0.036636803,0,Low
1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,0.2606656,0,Low
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9,0.65059996,1,High
0,0,1,0,22,1,0,0,0,2,2,0,0,0,0,1,3,54.7,1178.75,0.4075657,1,Medium
1,0,1,0,14,0,1,0,0,0,0,0,2,2,0,0,2,46.35,667.7,0.6188685,1,High
1,0,1,1,64,1,2,1,0,0,2,0,0,2,1,0,1,90.25,5629.15,0.2229593,0,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.95,19.95,0.5815719,1,Medium
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,109.3,0.25825703,0,Low
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.6,79.6,0.8963521,1,High
1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,958.45,0.10033743,0,Low
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,19.5,403.15,0.072807044,0,Low
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,0.8645898,1,High
1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,76.2,0.9004567,1,High
1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,66.15,4392.5,0.102818824,0,Low
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.25,19.25,0.48985705,1,Medium
0,0,1,0,46,1,0,0,0,2,0,0,2,2,0,1,1,69.1,3168.0,0.4604918,1,Medium
0,1,1,1,28,0,1,0,0,2,0,0,0,2,1,1,2,39.1,1096.6,0.41629934,1,Medium
0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,20.05,669.45,0.15931639,0,Low
1,0,1,1,39,1,0,0,2,2,2,0,0,0,1,0,2,59.8,2343.85,0.1572488,0,Low
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,0.60195786,1,High
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,48.6,48.6,0.7922589,1,High
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.0,522.95,0.80655295,1,High
1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,7511.9,0.15456408,0,Low
1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1725.0,0.036679633,0,Low
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,49.75,49.75,0.6488389,1,High
1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.75,1691.9,0.8078955,1,High
1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.0,2248.05,0.7789536,1,High
1,0,0,0,63,1,2,0,2,0,2,2,0,2,2,1,0,71.9,4479.2,0.05177823,0,Low
0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,77.55,3471.1,0.29333463,0,Low
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,19.85,63.0,0.42964908,1,Medium
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,0.90565836,1,High
0,0,1,1,37,1,2,1,0,0,0,0,2,2,0,1,2,95.25,3314.15,0.7480423,1,High
0,1,0,0,10,1,0,1,0,0,2,0,0,2,0,1,1,84.6,865.55,0.8093484,1,High
1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,852.7,0.52256113,1,Medium
1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1930.9,0.21812433,0,Low
0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,2,20.15,91.4,0.35297105,1,Medium
0,1,1,0,39,1,2,1,0,0,0,2,2,2,0,1,2,101.25,3949.15,0.7351328,1,High
1,1,1,0,43,1,0,1,0,2,2,0,2,2,1,1,0,100.55,4304.0,0.5193159,1,Medium
0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,409.9,0.22456208,0,Low
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.3,1554.9,0.02912098,0,Low
0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3472.05,0.2315268,0,Low
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,117.8,0.12020617,0,Low
0,0,1,1,64,0,1,0,0,2,2,2,0,2,2,0,2,49.85,3210.35,0.05048037,0,Low
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,69.6,207.4,0.76177615,1,High
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,0.56449604,1,Medium
1,0,1,0,40,1,0,1,0,2,2,0,0,0,1,0,2,80.8,3132.75,0.23985392,0,Low
0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0,0.6031543,1,High
1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,86.55,649.65,0.8795745,1,High
0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.85,20.85,0.6863852,1,High
0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,2106.3,0.14065371,0,Low
0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.0,35.0,0.83367634,1,High
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,2011.4,0.60041046,1,High
0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,105.5,6205.5,0.51897556,1,Medium
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,19.2,903.7,0.040477686,0,Low
1,1,0,0,6,1,0,1,2,0,0,0,2,0,0,1,0,85.15,503.6,0.7044754,1,High
1,0,0,0,43,1,0,1,2,2,2,2,0,0,1,1,1,90.65,3882.3,0.11589027,0,Low
1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,20.0,879.8,0.042850766,0,Low
1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,74.65,383.65,0.77793324,1,High
1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,61.2,4390.25,0.032197215,0,Low
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.95,68.2,0.124820195,0,Low
1,0,1,1,9,1,0,0,0,2,0,2,0,0,0,0,3,54.8,452.8,0.36065924,1,Medium
1,1,1,0,72,1,2,0,0,0,2,0,2,2,2,1,1,73.45,5329.0,0.080893874,0,Low
0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1758.9,0.131151,0,Low
0,0,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,80.45,5737.6,0.037176687,0,Low
1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,1152.7,0.32255605,0,Low
0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,2,109.5,7674.55,0.5650379,1,Medium
1,0,1,1,21,1,2,1,0,2,2,0,2,2,0,0,2,104.4,2157.95,0.7067523,1,High
1,0,0,0,15,1,0,1,0,0,2,0,2,0,0,0,2,85.3,1219.85,0.7214933,1,High
1,1,1,0,29,1,2,1,0,0,0,2,0,0,0,1,2,79.3,2414.55,0.6238738,1,High
0,0,1,1,15,1,0,0,0,2,2,2,2,2,0,0,0,76.5,1155.6,0.4997667,1,Medium
1,1,1,1,71,1,2,1,2,2,0,0,2,2,0,1,1,105.1,7548.1,0.3293589,0,Low
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1809.35,0.015609139,0,Low
0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1564.4,0.790892,1,High
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0.5459724,1,Medium
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,75.7,75.7,0.90237653,1,High
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.55,84.4,0.76197344,1,High
0,1,1,1,11,1,2,1,0,0,2,0,0,0,0,1,1,78.1,864.85,0.7913962,1,High
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.3,228.75,0.08746153,0,Low
0,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,110.5,7752.05,0.3885059,1,Medium
0,1,1,0,20,1,2,1,0,0,2,0,2,0,0,0,2,90.8,1951.0,0.7079111,1,High
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,0,20.3,470.6,0.21833597,0,Low
1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,4060.9,0.057085317,0,Low
0,0,1,1,4,1,2,1,0,2,0,0,2,2,0,1,2,97.95,384.5,0.90829986,1,High
1,0,0,0,32,1,2,1,2,2,0,2,2,2,0,1,1,108.15,3432.9,0.5866681,1,Medium
1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,55.3,108.65,0.785252,1,High
1,1,1,0,69,0,1,0,2,2,0,0,2,2,2,0,1,56.55,3952.65,0.05131712,0,Low
1,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,1,80.5,463.05,0.79859746,1,High
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,19.7,494.05,0.045839366,0,Low
0,0,0,0,32,1,2,1,0,2,2,0,2,2,1,1,1,104.05,3416.85,0.5607267,1,Medium
0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,52.85,1498.65,0.06163822,0,Low
0,1,1,0,27,1,2,1,2,0,0,2,2,2,0,1,0,104.3,2867.75,0.6434925,1,High
1,0,0,0,58,1,2,1,0,0,0,2,0,0,0,0,0,80.65,4807.35,0.37264135,1,Medium
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.35,71.35,0.8854109,1,High
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,471.35,0.06384506,0,Low
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,1,0,21.3,1041.8,0.04615992,0,Low
0,0,1,1,70,1,2,1,0,2,2,2,2,2,2,1,2,110.2,7689.8,0.3712286,1,Medium
0,0,0,0,13,1,2,1,0,2,2,2,0,0,0,0,2,89.4,1132.35,0.70588815,1,High
0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0,0.27705815,0,Low
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,1,3,19.8,1311.3,0.026008457,0,Low
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,199.45,0.26314428,0,Low
1,1,0,0,19,1,0,1,2,0,0,0,0,2,0,1,2,87.3,1637.3,0.6435169,1,High
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1326.35,0.013915413,0,Low
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,3,89.4,6376.55,0.01990442,0,Low
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,20.0,935.9,0.033344753,0,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0.5780287,1,Medium
1,0,1,1,18,1,0,0,2,0,2,2,2,2,0,0,2,83.25,1611.15,0.43461227,1,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,0.5539351,1,Medium
1,1,1,0,67,1,2,1,0,2,0,2,2,2,2,0,0,102.9,6989.7,0.18402645,0,Low
1,0,1,1,69,0,1,0,2,0,2,2,0,0,2,0,3,39.1,2779.5,0.027860783,0,Low
1,0,0,0,19,1,2,1,0,2,0,0,2,2,0,1,2,99.95,1931.75,0.8154134,1,High
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,3,114.5,8331.95,0.06965831,0,Low
0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,735.9,0.041509505,0,Low
1,1,1,0,40,1,0,0,0,0,0,0,0,2,1,0,2,55.8,2283.3,0.29987693,0,Low
0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.2,1445.2,0.030449245,0,Low
0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,1,81.0,818.05,0.79468876,1,High
1,0,1,0,32,1,2,0,2,0,0,2,2,0,1,1,1,72.8,2333.05,0.16456273,0,Low
0,0,0,0,21,1,2,1,0,2,0,0,2,2,0,1,1,99.85,1992.55,0.7588071,1,High
0,1,0,0,59,1,2,1,0,0,2,0,2,2,1,1,2,99.5,5890.0,0.5715105,1,Medium
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,916.75,0.77076185,1,High
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1029.8,0.0390592,0,Low
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,0.03721998,0,Low
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,19.9,33.7,0.4952987,1,Medium
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,454.05,0.1750867,0,Low
1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25,0.7801152,1,High
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1049.6,0.04191616,0,Low
0,1,1,0,28,1,2,2,1,1,1,1,1,1,0,0,3,25.7,734.6,0.24343985,0,Low
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1,0.0708995,0,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,0.8879786,1,High
1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,1540.05,0.7179131,1,High
0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1978.65,0.043074854,0,Low
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,3181.8,0.6063057,1,High
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.25,229.7,0.83338785,1,High
1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,5625.55,0.15906769,0,Low
0,1,1,0,68,1,2,1,2,2,0,0,0,2,1,1,1,96.55,6581.9,0.30394405,0,Low
0,0,1,0,23,1,0,0,0,0,0,2,2,0,1,0,0,60.0,1347.15,0.14511244,0,Low
0,0,1,0,65,1,0,0,0,0,0,2,2,0,2,1,1,59.8,3808.2,0.071193516,0,Low
1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,90.65,3974.15,0.3240905,0,Low
0,0,1,1,71,1,2,1,2,2,2,0,2,2,2,1,0,109.0,7661.8,0.14507218,0,Low
0,0,1,0,37,1,2,0,2,0,2,2,0,0,1,0,1,68.1,2479.25,0.12252,0,Low
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.4,266.6,0.20551738,0,Low
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,0,81.95,5601.4,0.073342584,0,Low
0,0,0,0,35,1,0,0,2,2,2,0,0,0,0,0,2,60.55,1982.6,0.31129372,0,Low
1,0,0,0,5,1,0,0,0,2,0,2,0,2,0,1,0,65.6,339.9,0.5313255,1,Medium
1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4828.05,0.10803584,0,Low
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,5980.55,0.021203052,0,Low
1,0,1,0,72,1,2,0,2,2,2,2,0,0,2,0,3,68.15,4808.7,0.017220821,0,Low
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.3,20.3,0.5442909,1,Medium
